Tm,Tr,Tc,test#1,test#2,test#3,test#4,test#5,test#6,test#7,test#8,test#9,test#10,MIN Kernel Time,Block Size,GFLOPS
125,14,6,255.581,242.128,247.072,246.041,338.128,271.874,271.871,267.836,252.639,256.319,242.128,10500,0.554325514
110,5,15,243.391,275.364,245.404,250.366,247.483,267.184,283.991,257.391,242.129,245.252,242.129,8250,0.554323224
70,6,5,275.799,264.342,242.131,273.985,270.562,311.191,332.077,320.595,261.441,283.992,242.131,2100,0.554318646
82,8,7,248.634,246.039,246.531,248.475,248.225,254.845,253.518,242.131,254.887,249.853,242.131,4592,0.554318646
128,10,4,255.796,249.448,245.282,257.362,242.131,249.008,309.447,256.499,257.709,247.825,242.131,5120,0.554318646
80,9,9,243.905,242.132,249.415,274.674,277.412,355.283,242.774,263.783,260.381,247.502,242.132,6480,0.554316356
94,7,4,338.638,290.259,285.613,253.912,263.865,242.132,255.246,260.619,255.378,315.239,242.132,2632,0.554316356
118,16,15,246.793,279.866,287.758,250.275,272.859,283.187,242.132,256.258,244.332,278.984,242.132,28320,0.554316356
127,7,12,246.377,290.003,249.246,254.255,255.588,246.981,275.125,255.559,260.274,242.132,242.132,10668,0.554316356
11,12,7,283.636,280.972,248.188,268.938,242.133,317.346,312.054,262.768,308.768,308.695,242.133,924,0.554314067
50,8,11,319.144,281.062,369.283,266.424,297.971,249.523,242.133,310.36,254.303,267.115,242.133,4400,0.554314067
74,8,6,271.881,275.587,266.839,275.261,292.455,272.428,242.133,294.297,343.852,250.578,242.133,3552,0.554314067
99,13,8,242.133,253.91,260.608,252.042,309.372,252.704,254.552,257.297,251.604,244.579,242.133,10296,0.554314067
82,9,8,250.933,246.971,251.496,248.261,242.134,308.681,255.751,386.535,293.727,276.812,242.134,5904,0.554311778
96,4,8,281.076,337.507,259.596,274.28,256.951,242.134,268.23,387.486,300.08,243.536,242.134,3072,0.554311778
127,6,15,302.2,304.888,328.012,379.06,242.134,287.395,251.562,309.558,255.848,268.619,242.134,11430,0.554311778
46,8,12,242.135,259.547,258.67,255.353,265.021,268.874,246.841,282.342,311.541,275.977,242.135,4416,0.554309489
72,16,11,254.891,253.673,245.797,258.088,242.135,258.108,272.63,327.257,264.091,275.733,242.135,12672,0.554309489
100,11,4,262.391,245.309,245.523,263.105,242.136,282.833,278.316,254.541,262.358,249.727,242.136,4400,0.554307199
118,7,16,259.478,295.15,246.772,281.561,252.929,254.573,260.755,244.93,242.136,244.25,242.136,13216,0.554307199
16,12,16,246.266,255.985,242.137,287.241,282.215,357.648,328.943,279.296,256.422,387.67,242.137,3072,0.55430491
117,13,9,291.2,252.353,255.831,256.698,275.834,275.662,252.903,260.117,242.137,252.495,242.137,13689,0.55430491
96,6,5,242.139,299.638,311.224,315.077,256.537,245.419,298.924,248.256,243.426,248.046,242.139,2880,0.554300332
99,4,11,250.034,245.56,248.558,253.685,253.256,252.949,256.017,251.036,251.238,242.139,242.139,4356,0.554300332
122,12,14,244.713,251.826,256.588,253.615,250.76,251.406,242.139,253.4,244.043,250.981,242.139,20496,0.554300332
17,9,5,257.114,252.361,243.539,251.84,244.355,289.974,285.8,268.584,242.14,258.361,242.14,765,0.554298042
45,7,8,246.114,257.137,255.706,282.97,252.494,248.361,254.863,242.141,258.735,271.673,242.141,2520,0.554295753
78,14,7,242.141,247.116,267.687,306.524,279.908,274.404,292.167,256.106,250.606,264.311,242.141,7644,0.554295753
79,15,15,242.141,248.163,242.304,300.47,298.31,243.049,261.54,247.677,324.483,345.774,242.141,17775,0.554295753
87,11,13,256.813,273.849,258.496,258.852,291.979,254.955,268.044,252.496,255.816,242.141,242.141,12441,0.554295753
97,6,8,306.374,295.389,321.511,242.971,265.801,242.142,283.616,257.217,243.289,278.761,242.142,4656,0.554293464
100,15,9,246.77,258.418,255.567,265.256,244.965,266.003,248.131,253.902,242.142,250.124,242.142,13500,0.554293464
21,4,15,257.763,242.143,249.943,331.024,277.36,250.643,274.718,244.599,300.853,291.184,242.143,1260,0.554291175
20,9,12,306.688,255.482,242.144,279.863,283.957,246.532,261.478,275.811,250.047,253.588,242.144,2160,0.554288886
72,6,16,242.431,265.993,248.397,296.428,242.246,242.145,293.868,288.689,298.787,245.464,242.145,6912,0.554286597
99,9,8,254.442,313.225,270.497,258.787,242.145,272.109,250.435,243.739,270.057,272.854,242.145,7128,0.554286597
77,12,9,270.364,242.146,243.108,263.205,243.161,260.957,247.314,261.014,248.08,302.346,242.146,8316,0.554284308
38,15,14,249.955,252.584,286.433,247.738,242.147,249.533,250.903,252.758,297.027,318.342,242.147,7980,0.554282019
120,8,4,285.616,259.917,244.561,248.934,249.376,248.75,242.147,247.742,245.877,262.187,242.147,3840,0.554282019
101,8,12,247.517,254.033,257.343,258.929,242.148,254.05,245.04,247.455,266.02,250.795,242.148,9696,0.55427973
121,10,15,248.894,260.946,260.564,254.402,258.251,246.127,273.687,242.149,256.669,244.011,242.149,18150,0.554277441
55,11,6,249.569,261.584,253.731,252.411,287.448,266.404,271.578,327.012,242.15,280.737,242.15,3630,0.554275152
58,13,12,254.469,242.152,252.477,245.716,257.621,248.871,263.809,272.346,281.405,275.083,242.152,9048,0.554270574
66,6,14,259.328,245.642,259.07,242.152,264.212,266.011,261.349,261.677,253.622,264.454,242.152,5544,0.554270574
69,12,14,242.152,249.82,281.127,295.51,259.642,254.271,278.235,242.567,255.267,248.109,242.152,11592,0.554270574
90,12,16,306.377,246.576,267.82,273.357,286.397,242.152,261.655,257.317,249.609,262.31,242.152,17280,0.554270574
94,16,6,244.794,243.924,259.827,242.152,284.987,244.572,252.145,300.1,263.766,257.168,242.152,9024,0.554270574
105,15,15,254.606,294.066,242.152,256.012,242.321,252.164,254.932,257.944,250.774,242.411,242.152,23625,0.554270574
119,4,9,304.23,299.016,291.773,255.752,259.576,251.07,243.128,249.427,242.152,266.922,242.152,4284,0.554270574
36,5,12,333.87,265.482,244.061,281.414,246.135,262.28,242.153,250.806,265.599,244.979,242.153,2160,0.554268285
108,8,4,248.114,251.345,274.426,255.71,253.462,260.155,242.153,258.434,287.493,275.748,242.153,3456,0.554268285
124,16,13,299.918,298.734,253.771,254.166,255.376,248.683,245.666,273.549,249.21,242.153,242.153,25792,0.554268285
100,9,9,255.742,242.154,256.949,248.328,245.424,253.247,263.739,272.64,274.069,259.631,242.154,8100,0.554265996
110,10,13,254.263,266.26,259.07,252.201,251.844,249.394,242.154,285.144,268.483,261.225,242.154,14300,0.554265996
38,10,12,257.329,253.942,257.255,243.764,259.388,242.156,242.691,269.64,341.445,285.68,242.156,4560,0.554261418
92,5,6,306.507,252.289,257.884,256.102,259.783,244.768,243.868,250.054,242.156,248.779,242.156,2760,0.554261418
116,11,6,261.478,309.806,268.554,242.158,304.761,283.008,257.834,257.941,258.391,280.064,242.158,7656,0.554256841
41,9,15,250.952,246.259,265.505,249.41,242.302,284.171,242.159,256.792,245.417,257.247,242.159,5535,0.554254552
91,13,13,242.159,245.406,256.561,285.877,246.339,251.809,251.752,254.248,247.058,268.399,242.159,15379,0.554254552
108,5,15,260.197,252.61,249.093,274.795,261.9,243.421,259.981,242.159,252.687,243.016,242.159,8100,0.554254552
6,11,13,388.323,258.33,275.473,370.57,341.041,322.659,259.718,294.049,242.16,287.541,242.16,858,0.554252263
57,7,12,280.925,294.444,361.571,370.103,389.771,408.976,336.563,242.16,243.086,247.021,242.16,4788,0.554252263
126,9,4,255.883,255.869,262.992,242.162,258.601,254.148,287.167,251.768,273.59,305.605,242.162,4536,0.554247685
88,5,8,259.556,249.336,257.102,264.274,285.111,243.306,254.71,278.034,242.163,255.487,242.163,3520,0.554245397
124,15,8,242.163,265.847,242.779,245.66,285.149,251.182,246.811,250.758,247.597,316.48,242.163,14880,0.554245397
7,7,8,290.991,247.256,253.069,250.034,335.165,243.861,263.026,244.841,260.693,242.164,242.164,392,0.554243108
41,9,6,297.74,290.34,245.825,249.792,263.872,254.141,302.693,248.798,248.337,242.164,242.164,2214,0.554243108
63,8,6,257.839,383.794,387.861,280.375,325.248,259.027,242.164,252.399,300.412,254.636,242.164,3024,0.554243108
79,9,5,253.907,243.197,266.233,242.164,266.871,304.966,272.902,252.093,244.26,252.67,242.164,3555,0.554243108
105,8,14,251.261,329.275,242.164,267.172,266.81,245.709,249.233,259.585,266.009,317.246,242.164,11760,0.554243108
9,8,16,242.166,249.74,304.374,258.254,261.768,308.805,366.829,292.081,395.659,276.984,242.166,1152,0.554238531
100,6,6,245.217,248.614,262.899,289.969,272.892,258.766,244.137,249.44,242.167,257.579,242.167,3600,0.554236242
112,11,8,293.037,243.456,245.019,274.323,262.911,315.782,249.976,310.587,242.167,287.47,242.167,9856,0.554236242
116,14,10,255.458,283.635,242.167,254.344,259.082,244.939,254.323,263.326,339.547,249.696,242.167,16240,0.554236242
95,16,4,328.55,268.679,257.946,243.687,256.152,250.643,259.551,301.119,320.676,242.168,242.168,6080,0.554233953
66,6,9,345.722,319.369,338.944,283.222,242.169,278.79,268.725,246.084,274.105,243.25,242.169,3564,0.554231665
71,13,14,255.137,260.351,332.379,242.169,292.802,246.456,315.314,380.509,303.334,285.475,242.169,12922,0.554231665
116,15,5,245.352,278.054,259.918,242.17,259.624,260.847,261.516,255.434,314.671,263.157,242.17,8700,0.554229376
77,11,8,261.207,242.171,252.835,255.962,293.846,347.658,258.396,255.028,270.89,299.883,242.171,6776,0.554227087
41,8,4,245.58,245.337,264.889,247.756,245.823,286.707,242.566,295.345,242.172,318.682,242.172,1312,0.554224799
66,12,6,259.008,251.372,255.389,253.983,252.903,248.327,242.172,257.474,245.008,297.407,242.172,4752,0.554224799
91,10,9,242.172,261.546,246.608,284.535,285.637,251.279,252.626,286.282,244.588,302.05,242.172,8190,0.554224799
92,8,9,302.295,265.518,274.877,326.737,346.107,264.996,252.567,254.909,242.172,251.828,242.172,6624,0.554224799
102,4,12,255.905,243.163,250.498,244.555,262.777,242.173,248.356,249.252,246.38,254.506,242.173,4896,0.55422251
77,14,10,254.561,242.174,248.338,246.614,269.448,261.786,250.558,275.526,251.616,265.904,242.174,10780,0.554220222
89,6,5,245.921,242.174,281.489,281.621,266.671,248.713,254.555,254.221,243.955,275.4,242.174,2670,0.554220222
98,7,8,250.658,253.432,242.174,249.707,272.727,272.765,245.051,259.861,269.136,249.057,242.174,5488,0.554220222
81,10,13,242.175,298.194,260.238,248.765,242.848,259.93,246.57,265.356,249.189,274.149,242.175,10530,0.554217933
80,9,5,248.035,242.176,287.614,270.619,266.975,261.45,263.926,390.631,374.437,276.916,242.176,3600,0.554215645
92,8,8,261.06,293.581,249.857,262.792,244.628,280.577,242.176,252.474,246.308,294.438,242.176,5888,0.554215645
78,12,6,341.22,262.408,247.415,242.786,368.335,248.931,277.557,242.177,247.691,302.049,242.177,5616,0.554213356
91,16,15,259.295,258.536,256.382,265.844,247.057,261.803,262.657,276.519,266.851,242.177,242.177,21840,0.554213356
122,7,16,244.222,263.004,251.886,249.226,256.978,251.613,290.218,242.177,277.963,269.29,242.177,13664,0.554213356
84,16,10,247.782,249.908,267.877,259.827,338.48,271.509,242.178,263.172,247.508,252.49,242.178,13440,0.554211068
91,9,15,250.246,308.001,247.562,267.273,274.098,262.295,311.264,275.113,242.178,254.244,242.178,12285,0.554211068
106,11,11,353.304,332.207,246.499,264.816,279.226,281.356,258.791,242.179,255.045,257.512,242.179,12826,0.554208779
78,10,5,289.132,317.09,297.513,297.608,285.034,246.739,286.774,248.573,242.18,305.819,242.18,3900,0.554206491
89,12,16,265.46,292.68,249.714,251.801,262.634,279.223,242.181,293.955,311.893,258.699,242.181,17088,0.554204203
113,7,8,366.982,299.456,248.595,243.666,255.558,245.428,258.895,242.181,285.767,256.142,242.181,6328,0.554204203
120,14,6,243.313,261.797,285.606,258.398,274.997,280.419,306.877,242.181,254.128,254.759,242.181,10080,0.554204203
66,6,6,259.997,242.397,242.182,254.154,252.847,250.472,244.438,243.47,291.308,275.013,242.182,2376,0.554201914
108,8,9,260.526,322.514,265.631,254.465,250.135,269.274,242.182,320.088,262.321,327.505,242.182,7776,0.554201914
65,9,7,242.939,272.282,251.46,246.43,299.442,297.58,242.183,249.247,246.773,250.464,242.183,4095,0.554199626
79,14,11,284.715,269.64,302.248,260.124,331.033,305.931,249.034,263.745,242.183,261.287,242.183,12166,0.554199626
88,13,13,296.708,306.894,278.896,257.948,242.183,252.608,289.515,283.505,283.026,249.33,242.183,14872,0.554199626
114,4,6,309.427,242.183,300.55,250.186,260.893,243.009,252.665,257.438,252.587,284.446,242.183,2736,0.554199626
94,8,15,242.185,252.063,252.944,242.402,282.642,258.547,355.969,292.391,369.143,362.424,242.185,11280,0.554195049
15,15,8,296.046,294.667,251.928,254.966,249.08,277.708,295.512,283.023,252.375,242.188,242.188,1800,0.554188184
44,4,8,245.211,258.357,305.409,242.188,270.621,265.186,259.071,258.504,283.68,322.327,242.188,1408,0.554188184
72,7,6,314.23,248.646,262.464,242.385,266.536,252.423,257.061,242.188,279.993,244.6,242.188,3024,0.554188184
89,12,7,253.293,242.207,254.705,260.167,248.557,258.589,253.255,250.984,242.188,252.427,242.188,7476,0.554188184
107,16,16,262.548,300.471,279.118,243.94,254.663,292.319,242.188,260.498,332.907,264.768,242.188,27392,0.554188184
128,11,8,306.021,247.846,262.127,268.08,256.936,254.361,242.188,276.24,257.078,244.541,242.188,11264,0.554188184
38,11,7,297.968,352.326,330.961,242.189,329.801,243.505,359.357,252.018,264.724,271.954,242.189,2926,0.554185896
54,14,5,242.189,360.101,372.278,280.496,428.764,340.171,363.272,333.902,362.773,281.994,242.189,3780,0.554185896
101,4,4,256.614,247.43,266.627,242.189,266.094,265.386,248.626,253.215,307.345,251.666,242.189,1616,0.554185896
105,11,10,335.64,248.802,272.488,248.009,256.995,312.229,290.022,271.395,256.318,242.189,242.189,11550,0.554185896
108,4,9,249.515,264.789,242.19,264.937,317.392,244.559,257.009,316.391,248.42,256.349,242.19,3888,0.554183608
122,11,14,276.699,258.611,253.012,282.08,242.19,260.959,289.427,255.426,249.634,286.483,242.19,18788,0.554183608
43,8,7,291.683,259.348,285.595,259.234,249.683,282.667,256.352,242.192,263.226,279.045,242.192,2408,0.554179032
100,13,16,301.914,265.088,242.903,264.231,265.445,262.558,295.17,245.916,249.6,242.192,242.192,20800,0.554179032
108,5,5,259.823,242.192,243.71,255.212,254.29,298.528,298.571,248.588,267.438,288.437,242.192,2700,0.554179032
110,6,14,250.017,281.098,242.192,256.214,298.362,288.837,248.663,257.259,247.323,243.78,242.192,9240,0.554179032
76,14,12,373.915,265.209,391.193,256.639,281.699,271.278,254.92,242.193,305.702,318.001,242.193,12768,0.554176743
104,16,12,262.689,283.396,249.766,259.231,242.193,283.351,316.657,387.135,266.199,244.472,242.193,19968,0.554176743
125,4,6,252.813,249.912,350.375,254.966,251.791,242.193,260.033,248.313,269.229,243.761,242.193,3000,0.554176743
126,16,14,242.195,249.31,252.506,242.934,261.851,248.444,249.234,249.799,260.784,252.302,242.195,28224,0.554172167
57,8,5,345.428,296.073,253.532,250.046,253.491,249.529,286.236,251.225,252.155,242.196,242.196,2280,0.554169879
88,12,6,244.233,249.151,260.135,302.632,259.935,249.467,242.196,266.877,286.127,243.009,242.196,6336,0.554169879
107,7,4,252.094,252.187,303.598,247.379,243.99,256.357,244.656,259.092,242.196,255.717,242.196,2996,0.554169879
112,10,8,264.875,275.594,287.655,261.215,242.198,249.152,248.326,254.809,244.637,252.707,242.198,8960,0.554165303
118,4,11,244.057,244.939,263.003,269.039,310.288,242.198,259.022,243.108,256.528,250.128,242.198,5192,0.554165303
27,9,10,303.861,255.906,297.09,242.199,261.153,283.765,284.335,257.258,260.277,259.745,242.199,2430,0.554163015
101,12,8,244.082,285.325,261.917,242.199,298.063,265.291,285.151,268.717,287.637,243.355,242.199,9696,0.554163015
106,5,4,307.019,242.782,276.591,242.199,252.974,311.897,304.468,245.07,283.019,263.277,242.199,2120,0.554163015
16,5,8,277.139,350.492,255.742,321.078,253.89,258.451,323.316,295.621,242.2,286.248,242.2,640,0.554160727
71,5,7,258.111,262.605,249.173,256.649,244.873,251.034,242.2,254.345,260.913,250.833,242.2,2485,0.554160727
71,7,16,253.212,242.2,246.918,303.174,288.211,316.37,283.737,319.66,317.945,362.165,242.2,7952,0.554160727
99,8,11,308.804,262.146,289.453,254.9,245.986,259.019,250.458,310.447,262.966,242.2,242.2,8712,0.554160727
40,9,9,327.514,274.037,242.201,271.116,269.638,244.536,258.328,250.372,307.956,280.71,242.201,3240,0.554158439
90,16,14,320.596,391.517,278.759,249.996,279.532,242.212,242.201,287.47,265.037,250.372,242.201,20160,0.554158439
110,11,9,296.718,247.061,285.811,303.745,246.477,251.064,249.754,250.564,249.013,242.201,242.201,10890,0.554158439
34,12,8,287.525,281.283,244.164,348.948,252.929,300.633,256.557,256.569,242.203,260.327,242.203,3264,0.554153863
59,12,8,339.791,244.157,271.999,250.335,276.353,246.175,254.446,242.203,258.417,291.022,242.203,5664,0.554153863
75,6,12,242.565,268.884,247.518,272.273,408.285,283.228,246.648,262.977,242.203,275.4,242.203,5400,0.554153863
41,10,9,250.062,326.761,301.007,250.907,298.807,272.731,256.037,306.225,310.477,242.204,242.204,3690,0.554151575
67,15,6,261.256,248.446,263.326,266.685,293.62,242.205,260.402,325.791,243,251.468,242.205,6030,0.554149287
95,6,11,251.962,258.521,323.463,290.56,253.762,253.789,254.153,250.121,242.205,251.904,242.205,6270,0.554149287
109,4,14,242.205,256.201,255.3,252.489,248.936,275.507,288.038,277.633,242.583,252.061,242.205,6104,0.554149287
71,7,7,242.207,264.634,330.186,277.035,287.065,258.498,269.493,264.682,270.507,289.899,242.207,3479,0.554144711
91,12,9,261.448,250.547,277.63,244.937,275.136,248.361,244.738,242.207,260.135,247.498,242.207,9828,0.554144711
115,10,5,254.355,247.561,246.239,267.142,261.136,242.207,261.591,242.6,247.908,252.142,242.207,5750,0.554144711
95,8,4,315.702,265.649,262.39,287.693,316.019,289.018,275.881,271.345,242.208,258.839,242.208,3040,0.554142423
72,8,7,310.355,286.603,269.39,266.077,265.472,299.641,242.209,281.048,271.949,252.988,242.209,4032,0.554140135
104,6,9,270.564,242.9,279.561,253.149,253.404,276.05,242.209,262.585,311.346,259.796,242.209,5616,0.554140135
67,6,13,242.21,300.543,269.313,273.462,310.328,272.112,266.798,262.348,251.943,249.425,242.21,5226,0.554137847
82,14,6,256.752,270.155,355.487,293.375,278.531,246.197,254.327,260.237,255.755,242.21,242.21,6888,0.554137847
113,9,10,292.578,255.599,295.957,256.449,242.21,283.363,251.928,251.853,242.479,250.803,242.21,10170,0.554137847
20,10,6,266.935,305.227,336.96,255.579,299.1,280.939,242.211,249.307,256.056,262.673,242.211,1200,0.554135559
93,7,12,281.738,274.692,265.657,289.461,316.97,280.245,267.603,242.211,259.127,274.218,242.211,7812,0.554135559
104,5,5,281.311,284.669,250.607,242.211,307.513,352.364,294.725,296.756,254.704,284.178,242.211,2600,0.554135559
